10,-0.0954725736055735,-0.06184216398714108
20,-0.09780921573108381,-0.06305564142027364
30,-0.1002625346218712,-0.06431718999541575
40,-0.1028414453337747,-0.06562969056358633
50,-0.1055557893332992,-0.06699625582313419
60,-0.1084164571994878,-0.06842025376304545
70,-0.1114355311991031,-0.06990533395668251
80,-0.1146264515578588,-0.0714554571092159
90,-0.1180042111044899,-0.07307492832652464
100,-0.1215855840360688,-0.07476843464921627
110,-0.1253893959042908,-0.07654108748473799
120,-0.129436843635212,-0.07839847067579916
130,-0.1337518765769959,-0.08034669506748519
140,-0.1383616523647866,-0.08239246058186847
150,-0.143297084989306,-0.08454312698165005
160,-0.1485935071104766,-0.08680679470784745
170,-0.1542914747089953,-0.08919239741576039
180,-0.160437750071142,-0.09170980811377384
190,-0.1670865094586398,-0.09436996113612725
200,-0.174300835421282,-0.09718499255819996
210,-0.1821545715932278,-0.1001684020934113
220,-0.190734641255814,-0.1033352399925444
230,-0.2001439614327752,-0.1067023229886572
240,-0.2105051232381393,-0.1102884838679121
250,-0.2219650572422355,-0.1141148597457689
260,-0.2347009575798528,-0.1182052244890928
270,-0.2489277904876809,-0.1225863707672072
280,-0.2649077322464209,-0.12728854661954
290,-0.2829617892957204,-0.1323459496377679
300,-0.3034834491588695,-0.1377972779119806
310,-0.3269529905501371,-0.1436863291149979
320,-0.3539477679263584,-0.1500626246046968
330,-0.3851350947952488,-0.1569820091769544
340,-0.4212116650831323,-0.1645071302845734
350,-0.4626938685818074,-0.1727076175959562
360,-0.5093067216915272,-0.1816596370484436
370,-0.5583223026713792,-0.1914442335314646
380,-0.6003657480002431,-0.2021434138185901
390,-0.6109411394598195,-0.2138320954026735
400,-0.5459563814115559,-0.2265625686489958
410,-0.3768327614806919,-0.2403354812977917
420,-0.1333543437882521,-0.2550467076644051
430,0.1333543437882522,-0.2703915670857672
440,0.3768327614806919,-0.2856955479144286
450,0.5459563814115559,-0.299625617939579
460,0.6109411394598192,-0.3097329059046227
470,0.6003657480002431,-0.3118418356212396
480,0.5583223026713792,-0.2995758989003988
490,0.5093067216915272,-0.264955565090184
500,0.4626938685818072,-0.2015149139708116
510,0.4212116650831321,-0.1096733861663091
520,0.3851350947952488,0
530,0.3539477679263583,0.1096733861663089
540,0.326952990550137,0.2015149139708116
550,0.3034834491588695,0.2649555650901842
560,0.2829617892957202,0.2995758989003989
570,0.264907732246421,0.3118418356212396
580,0.2489277904876809,0.3097329059046227
590,0.2347009575798528,0.299625617939579
600,0.2219650572422358,0.2856955479144286
610,0.2105051232381393,0.2703915670857672
620,0.2001439614327753,0.2550467076644052
630,0.1907346412558141,0.2403354812977916
640,0.1821545715932278,0.2265625686489957
650,0.174300835421282,0.2138320954026734
660,0.1670865094586397,0.2021434138185902
670,0.160437750071142,0.1914442335314645
680,0.1542914747089953,0.1816596370484438
690,0.1485935071104766,0.1727076175959563
700,0.1432970849893061,0.1645071302845734
710,0.1383616523647864,0.1569820091769543
720,0.1337518765769959,0.1500626246046967
730,0.129436843635212,0.1436863291149979
740,0.1253893959042911,0.1377972779119805
750,0.1215855840360688,0.1323459496377679
760,0.1180042111044897,0.1272885466195402
770,0.1146264515578588,0.1225863707672072
780,0.1114355311991031,0.1182052244890928
790,0.1084164571994878,0.1141148597457688
800,0.105555789333299,0.1102884838679121
810,0.1028414453337747,0.1067023229886572
820,0.1002625346218712,0.1033352399925444
830,0.09780921573108381,0.1001684020934112
840,0.0954725736055735,0.0971849925581998
850,0.09324451363283785,0.09436996113612725
860,0.0911176698225188,0.09170980811377384
870,0.08908532498784152,0.08919239741576039
880,0.08714134114740871,0.08680679470784745
890,0.08528009865965948,0.08454312698164991
900,0.08349644284351901,0.08239246058186847
910,0.08178563703708797,0.08034669506748519
920,0.0801433212099202,0.07839847067579916
930,0.07856547538004553,0.07654108748473784
940,0.0770483871996684,0.07476843464921613
950,0.07558862316755344,0.07307492832652464
960,0.07418300300490314,0.07145545710921575
970,0.07282857679769141,0.06990533395668237
980,0.07152260456419446,0.06842025376304531
990,0.07026253795357708,0.06699625582313433
1000,0.06904600382136343,0.06562969056358647
